date,opponent,div_rank,gb,attendance,cLI,winning_percentage,year,total_games_played,weekday,month,night_game,pop_opp
"Friday, Jun 4",CHW,4,-13.5,36340,.16,0.358,2004,52,0,Jun,1,0
"Saturday, Jun 5",CHW,4,-12.5,40050,.13,0.37,2004,53,0,Jun,0,0
"Sunday, Jun 6",CHW,4,-11.5,36462,.14,0.382,2004,54,0,Jun,1,0
"Monday, Jun 7",HOU,4,-11.0,28556,.18,0.393,2004,55,1,Jun,1,0
"Tuesday, Jun 8",HOU,4,-11.0,34238,.18,0.386,2004,56,1,Jun,1,0
"Wednesday, Jun 9",HOU,4,-12.0,33214,.16,0.379,2004,57,1,Jun,1,0
"Friday, Jun 11",MON,4,-12.0,32826,.11,0.39,2004,58,0,Jun,1,0
"Saturday, Jun 12",MON,4,-12.0,36562,.12,0.4,2004,59,0,Jun,1,0
"Sunday, Jun 13",MON,4,-12.0,43339,.14,0.41,2004,60,0,Jun,0,0
"Friday, Jun 25",SDP,4,-12.5,40918,.15,0.408,2004,70,0,Jun,1,0
"Saturday, Jun 26",SDP,4,-12.5,39272,.12,0.417,2004,71,0,Jun,1,0
"Sunday, Jun 27",SDP,4,-12.5,43649,.12,0.411,2004,72,0,Jun,0,0
"Monday, Jun 28",TEX,4,-13.5,28253,.12,0.405,2004,73,1,Jun,1,0
"Tuesday, Jun 29",TEX,4,-12.5,34844,.09,0.413,2004,74,1,Jun,1,0
"Wednesday, Jun 30",TEX,4,-13.5,32754,.12,0.408,2004,75,1,Jun,1,0
"Thursday, Jul 1",TEX,4,-12.5,35966,.08,0.416,2004,76,1,Jul,0,0
"Thursday, Jul 15",CLE,4,-16.5,32896,.01,0.379,2004,86,1,Jul,1,0
"Friday, Jul 16",CLE,4,-17.5,32578,.01,0.375,2004,87,0,Jul,1,0
"Saturday, Jul 17",CLE,4,-18.5,36154,.01,0.371,2004,88,0,Jul,1,0
"Sunday, Jul 18",CLE,4,-18.5,37363,.00,0.378,2004,89,0,Jul,0,0
"Monday, Jul 19",BOS,4,-17.5,42898,.01,0.385,2004,90,1,Jul,1,1
"Tuesday, Jul 20",BOS,4,-18.5,46024,.01,0.38,2004,91,1,Jul,0,1
"Wednesday, Jul 21",OAK,4,-18.5,36181,.00,0.387,2004,92,1,Jul,1,0
"Thursday, Jul 22",OAK,4,-17.5,30673,.00,0.394,2004,93,1,Jul,1,0
"Friday, Jul 23",ANA,4,-18.5,38181,.01,0.389,2004,94,0,Jul,1,1
"Saturday, Jul 24",ANA,4,-18.5,44514,.00,0.385,2004,95,0,Jul,1,1
"Sunday, Jul 25",ANA,4,-17.5,45099,.00,0.392,2004,96,0,Jul,0,1
"Tuesday, Aug 10",MIN,4,-22.0,36290,.00,0.375,2004,111,1,Aug,1,0
"Wednesday, Aug 11",MIN,4,-21.0,35192,.00,0.381,2004,112,1,Aug,1,0
"Thursday, Aug 12",MIN,4,-21.0,40142,.00,0.377,2004,113,1,Aug,0,0
"Friday, Aug 13",NYY,4,-21.0,46359,.00,0.374,2004,114,0,Aug,1,1
"Saturday, Aug 14",NYY,4,-22.0,46530,.00,0.371,2004,115,0,Aug,0,1
"Sunday, Aug 15",NYY,4,-21.0,46335,.00,0.376,2004,116,0,Aug,0,1
"Monday, Aug 23",TBD,4,-24.5,34348,.00,0.374,2004,122,1,Aug,1,0
"Tuesday, Aug 24",TBD,4,-25.5,38467,.00,0.371,2004,123,1,Aug,1,0
"Wednesday, Aug 25",TBD,4,-26.5,33495,.00,0.368,2004,124,1,Aug,1,0
"Thursday, Aug 26",KCR,4,-27.5,30962,.00,0.365,2004,125,1,Aug,1,0
"Friday, Aug 27",KCR,4,-27.5,35690,.00,0.37,2004,126,0,Aug,1,0
"Saturday, Aug 28 (1)",KCR,4,-27.0,35690,.00,0.375,2004,127,0,Aug,0,0
"Saturday, Aug 28 (2)",KCR,4,-27.0,41362,.00,0.38,2004,128,0,Aug,0,0
"Sunday, Aug 29",KCR,4,-27.0,37141,.00,0.385,2004,129,0,Aug,0,0
"Monday, Sep 6",CLE,4,-30.0,33084,.00,0.372,2004,136,1,Sep,1,0
"Wednesday, Sep 8",CLE,4,-29.5,28764,.00,0.37,2004,137,1,Sep,1,0
"Thursday, Sep 9",BOS,4,-29.0,29656,.00,0.374,2004,138,1,Sep,1,1
"Friday, Sep 10",BOS,4,-29.0,38100,.00,0.371,2004,139,0,Sep,1,1
"Saturday, Sep 11",BOS,4,-30.0,44401,.00,0.369,2004,140,0,Sep,1,1
"Sunday, Sep 12",BOS,4,-30.0,43742,.00,0.373,2004,141,0,Sep,0,1
"Monday, Sep 13",ANA,4,-31.0,30432,.00,0.371,2004,142,1,Sep,1,1
"Tuesday, Sep 14",ANA,4,-30.0,28408,.00,0.375,2004,143,1,Sep,1,1
"Wednesday, Sep 15",ANA,4,-29.0,31269,.00,0.379,2004,144,1,Sep,1,1
"Thursday, Sep 16",ANA,4,-30.0,28497,.00,0.377,2004,145,1,Sep,1,1
"Friday, Sep 17",OAK,4,-29.0,30610,.00,0.381,2004,146,0,Sep,1,0
"Saturday, Sep 18",OAK,4,-30.0,36506,.00,0.378,2004,147,0,Sep,0,0
"Sunday, Sep 19",OAK,4,-31.0,36118,.00,0.376,2004,148,0,Sep,0,0
"Friday, Oct 1",TEX,4,-28.0,45573,.00,0.394,2004,159,0,Oct,1,0
"Saturday, Oct 2",TEX,4,-29.0,45817,.00,0.391,2004,160,0,Oct,1,0
"Sunday, Oct 3",TEX,4,-29.0,45658,.00,0.389,2004,161,0,Oct,0,0
"Monday, Apr 4",MIN,1,0.5,46249,1.01,1.0,2005,0,1,Apr,0,0
"Tuesday, Apr 5",MIN,2,-0.5,28373,1.05,0.5,2005,1,1,Apr,1,0
"Wednesday, Apr 6",MIN,4,-0.5,25580,1.02,0.333,2005,2,1,Apr,0,0
"Friday, Apr 8",TEX,1,0.0,29652,1.13,0.5,2005,3,0,Apr,1,0
"Saturday, Apr 9",TEX,2,-1.0,31501,1.20,0.4,2005,4,0,Apr,0,0
"Sunday, Apr 10",TEX,4,-1.0,30434,1.16,0.333,2005,5,0,Apr,0,0
"Wednesday, Apr 20",OAK,1,0.0,24841,1.31,0.533,2005,14,1,Apr,1,0
"Thursday, Apr 21",OAK,2,-1.0,22428,1.27,0.5,2005,15,1,Apr,1,0
"Friday, Apr 22",CLE,4,-1.0,43207,1.07,0.471,2005,16,0,Apr,1,0
"Saturday, Apr 23",CLE,4,-2.0,33564,1.01,0.444,2005,17,0,Apr,1,0
"Sunday, Apr 24",CLE,3,-2.0,32889,.96,0.474,2005,18,0,Apr,0,0
"Monday, May 2",LAA,4,-3.0,24184,1.24,0.462,2005,25,1,May,1,0
"Tuesday, May 3",LAA,4,-4.0,29917,1.17,0.444,2005,26,1,May,1,0
"Wednesday, May 4",LAA,4,-5.0,26303,1.10,0.429,2005,27,1,May,0,0
"Friday, May 13",BOS,3,-5.5,44534,.66,0.4,2005,34,0,May,1,1
"Saturday, May 14",BOS,3,-6.0,46229,.72,0.389,2005,35,0,May,1,1
"Sunday, May 15",BOS,3,-6.0,46145,.66,0.405,2005,36,0,May,0,1
"Monday, May 16",NYY,3,-7.0,37814,.70,0.395,2005,37,1,May,1,1
"Tuesday, May 17",NYY,3,-7.0,35549,.57,0.385,2005,38,1,May,1,1
"Wednesday, May 18",NYY,3,-7.0,37419,.54,0.4,2005,39,1,May,1,1
"Friday, May 20",SDP,4,-8.0,38400,.60,0.39,2005,40,0,May,1,0
"Saturday, May 21",SDP,3,-8.0,37286,.49,0.405,2005,41,0,May,1,0
"Sunday, May 22",SDP,3,-7.0,41017,.50,0.419,2005,42,0,May,0,0
"Monday, May 30",TOR,3,-8.5,25540,.39,0.42,2005,49,1,May,1,0
"Tuesday, May 31",TOR,3,-9.5,25737,.45,0.412,2005,50,1,May,1,0
"Wednesday, Jun 1",TOR,3,-8.5,24815,.38,0.423,2005,51,1,Jun,1,0
"Friday, Jun 3",TBD,3,-8.5,35344,.44,0.415,2005,52,0,Jun,1,0
"Saturday, Jun 4",TBD,3,-8.5,32742,.39,0.426,2005,53,0,Jun,1,0
"Sunday, Jun 5",TBD,3,-8.0,40004,.43,0.436,2005,54,0,Jun,0,0
"Tuesday, Jun 14",PHI,3,-9.0,26818,.34,0.435,2005,61,1,Jun,1,0
"Wednesday, Jun 15",PHI,3,-8.0,26019,.40,0.444,2005,62,1,Jun,1,0
"Thursday, Jun 16",PHI,3,-8.5,27162,.45,0.438,2005,63,1,Jun,1,0
"Friday, Jun 17",NYM,3,-8.5,37443,.38,0.446,2005,64,0,Jun,1,0
"Saturday, Jun 18",NYM,3,-8.5,45841,.41,0.455,2005,65,0,Jun,1,0
"Sunday, Jun 19",NYM,3,-7.5,45785,.44,0.463,2005,66,0,Jun,0,0
"Monday, Jun 20",OAK,3,-8.5,27263,.52,0.456,2005,67,1,Jun,1,0
"Tuesday, Jun 21",OAK,3,-9.5,31673,.46,0.449,2005,68,1,Jun,1,0
"Wednesday, Jun 22",OAK,3,-9.5,28829,.39,0.457,2005,69,1,Jun,1,0
"Thursday, Jun 23",OAK,3,-10.0,37549,.40,0.451,2005,70,1,Jun,0,0
"Friday, Jul 1",TEX,4,-14.5,37270,.18,0.423,2005,77,0,Jul,1,0
"Saturday, Jul 2",TEX,4,-15.5,34209,.12,0.418,2005,78,0,Jul,0,0
"Sunday, Jul 3",TEX,4,-15.5,34397,.08,0.425,2005,79,0,Jul,0,0
"Thursday, Jul 14",BAL,4,-13.5,36316,.16,0.443,2005,87,1,Jul,1,0
"Friday, Jul 15",BAL,4,-14.5,39044,.13,0.438,2005,88,0,Jul,1,0
"Saturday, Jul 16",BAL,4,-13.5,39282,.09,0.444,2005,89,0,Jul,1,0
"Sunday, Jul 17",BAL,4,-13.5,41215,.11,0.451,2005,90,0,Jul,0,0
"Monday, Jul 25",DET,4,-15.5,27102,.04,0.439,2005,97,1,Jul,1,0
"Tuesday, Jul 26",DET,4,-15.5,30644,.05,0.434,2005,98,1,Jul,1,0
"Wednesday, Jul 27",DET,4,-14.5,29323,.04,0.44,2005,99,1,Jul,1,0
"Thursday, Jul 28",CLE,4,-14.5,28500,.05,0.436,2005,100,1,Jul,1,0
"Friday, Jul 29",CLE,4,-15.5,32966,.04,0.431,2005,101,0,Jul,1,0
"Saturday, Jul 30",CLE,4,-14.5,37719,.02,0.437,2005,102,0,Jul,0,0
"Sunday, Jul 31",CLE,4,-14.5,33652,.03,0.433,2005,103,0,Jul,0,0
"Monday, Aug 8",MIN,4,-16.0,35401,.00,0.432,2005,110,1,Aug,1,0
"Tuesday, Aug 9",MIN,4,-16.0,34213,.01,0.438,2005,111,1,Aug,1,0
"Wednesday, Aug 10",MIN,4,-16.0,35801,.00,0.434,2005,112,1,Aug,1,0
"Friday, Aug 12",LAA,4,-16.5,37585,.00,0.43,2005,113,0,Aug,1,0
"Saturday, Aug 13",LAA,4,-17.5,42500,.00,0.426,2005,114,0,Aug,0,0
"Sunday, Aug 14",LAA,4,-18.5,38468,.00,0.422,2005,115,0,Aug,0,0
"Monday, Aug 15",KCR,4,-18.5,31908,.00,0.427,2005,116,1,Aug,1,0
"Tuesday, Aug 16",KCR,4,-17.5,31425,.00,0.432,2005,117,1,Aug,1,0
"Wednesday, Aug 17",KCR,4,-16.5,35224,.00,0.437,2005,118,1,Aug,0,0
"Friday, Aug 26",CHW,4,-18.5,40431,.00,0.425,2005,126,0,Aug,1,0
"Saturday, Aug 27",CHW,4,-18.5,37326,.00,0.422,2005,127,0,Aug,1,0
"Sunday, Aug 28",CHW,4,-18.0,36868,.00,0.426,2005,128,0,Aug,0,0
"Monday, Aug 29",NYY,4,-19.0,41731,.00,0.423,2005,129,1,Aug,1,1
"Tuesday, Aug 30",NYY,4,-19.0,37773,.00,0.427,2005,130,1,Aug,1,1
"Wednesday, Aug 31",NYY,4,-19.0,46240,.00,0.424,2005,131,1,Aug,1,1
"Thursday, Sep 1",NYY,4,-18.0,39986,.00,0.429,2005,132,1,Sep,0,1
"Friday, Sep 9",BAL,4,-18.0,27429,.00,0.436,2005,139,0,Sep,1,0
"Saturday, Sep 10",BAL,4,-19.0,30408,.00,0.433,2005,140,0,Sep,1,0
"Sunday, Sep 11",BAL,4,-20.0,30212,.00,0.43,2005,141,0,Sep,0,0
"Monday, Sep 12",LAA,4,-19.0,27952,.00,0.434,2005,142,1,Sep,1,0
"Tuesday, Sep 13",LAA,4,-18.0,28813,.00,0.438,2005,143,1,Sep,1,0
"Wednesday, Sep 14",LAA,4,-17.0,23397,.00,0.441,2005,144,1,Sep,0,0
"Tuesday, Sep 27",TEX,4,-24.0,22739,.00,0.427,2005,156,1,Sep,1,0
"Wednesday, Sep 28",TEX,4,-24.0,20723,.00,0.424,2005,157,1,Sep,1,0
"Thursday, Sep 29",TEX,4,-24.0,19481,.00,0.428,2005,158,1,Sep,0,0
"Friday, Sep 30",OAK,4,-24.0,34809,.00,0.431,2005,159,0,Sep,1,0
"Saturday, Oct 1",OAK,4,-25.0,26998,.00,0.429,2005,160,0,Oct,0,0
"Sunday, Oct 2",OAK,4,-26.0,35300,.00,0.426,2005,161,0,Oct,0,0
"Monday, Apr 3",LAA,2,-1.0,45515,1.23,0.0,2006,0,1,Apr,0,0
"Tuesday, Apr 4",LAA,1,0.0,20051,1.17,0.5,2006,1,1,Apr,1,0
"Wednesday, Apr 5",LAA,1,0.0,21394,1.21,0.667,2006,2,1,Apr,0,0
"Thursday, Apr 6",OAK,1,1.0,22701,1.24,0.75,2006,3,1,Apr,1,0
"Friday, Apr 7",OAK,1,0.0,30612,1.29,0.6,2006,4,0,Apr,1,0
"Saturday, Apr 8",OAK,3,-1.0,37904,1.26,0.5,2006,5,0,Apr,1,0
"Sunday, Apr 9",OAK,3,-2.0,27139,1.24,0.429,2006,6,0,Apr,0,0
"Tuesday, Apr 18",TEX,4,-1.5,17927,1.21,0.4,2006,14,1,Apr,1,0
"Wednesday, Apr 19",TEX,3,-0.5,17613,1.09,0.438,2006,15,1,Apr,1,0
"Thursday, Apr 20",TEX,4,-1.5,17917,1.17,0.412,2006,16,1,Apr,1,0
"Friday, Apr 21",DET,4,-1.5,35237,.96,0.389,2006,17,0,Apr,1,0
"Saturday, Apr 22",DET,4,-2.5,27893,.87,0.368,2006,18,0,Apr,1,0
"Sunday, Apr 23",DET,4,-3.5,28659,.81,0.35,2006,19,0,Apr,0,0
"Monday, Apr 24",CHW,4,-3.5,20390,.74,0.381,2006,20,1,Apr,1,0
"Tuesday, Apr 25",CHW,4,-3.5,20451,.78,0.364,2006,21,1,Apr,1,0
"Wednesday, Apr 26",CHW,4,-3.5,23848,.74,0.391,2006,22,1,Apr,1,0
"Friday, May 5",CLE,4,-5.5,32998,.72,0.387,2006,30,0,May,1,0
"Saturday, May 6",CLE,4,-4.5,28672,.68,0.406,2006,31,0,May,1,0
"Sunday, May 7",CLE,4,-4.5,35562,.71,0.394,2006,32,0,May,0,0
"Monday, May 8",TBD,4,-4.5,16102,.67,0.412,2006,33,1,May,1,0
"Tuesday, May 9",TBD,3,-3.5,19726,.75,0.429,2006,34,1,May,1,0
"Wednesday, May 10",TBD,4,-3.5,21801,.79,0.417,2006,35,1,May,0,0
"Friday, May 19",SDP,3,-5.0,35338,.63,0.419,2006,42,0,May,1,0
"Saturday, May 20",SDP,3,-4.0,33946,.66,0.432,2006,43,0,May,1,0
"Sunday, May 21",SDP,3,-3.0,37132,.73,0.444,2006,44,0,May,0,0
"Monday, May 22",BAL,3,-3.0,18819,.84,0.457,2006,45,1,May,1,0
"Tuesday, May 23",BAL,3,-3.0,19435,.86,0.447,2006,46,1,May,1,0
"Wednesday, May 24",BAL,3,-2.0,21991,.84,0.458,2006,47,1,May,1,0
"Thursday, May 25",BAL,3,-3.0,23806,.92,0.449,2006,48,1,May,0,0
"Friday, Jun 2",KCR,4,-6.0,28382,.63,0.429,2006,55,0,Jun,1,0
"Saturday, Jun 3",KCR,3,-5.0,29659,.66,0.439,2006,56,0,Jun,1,0
"Sunday, Jun 4",KCR,4,-6.0,28886,.75,0.431,2006,57,0,Jun,0,0
"Monday, Jun 5",KCR,3,-5.5,18409,.62,0.441,2006,58,1,Jun,1,0
"Tuesday, Jun 6",MIN,3,-5.5,21028,.70,0.45,2006,59,1,Jun,1,0
"Wednesday, Jun 7",MIN,3,-5.5,24785,.70,0.459,2006,60,1,Jun,1,0
"Thursday, Jun 8",MIN,4,-5.5,27341,.74,0.452,2006,61,1,Jun,0,0
"Friday, Jun 16",SFG,3,-5.0,41133,.65,0.464,2006,68,0,Jun,1,1
"Saturday, Jun 17",SFG,3,-5.0,45229,.63,0.471,2006,69,0,Jun,0,1
"Sunday, Jun 18",SFG,3,-5.0,45216,.64,0.479,2006,70,0,Jun,0,1
"Friday, Jun 30",COL,3,-2.0,31612,1.10,0.506,2006,80,0,Jun,1,0
"Saturday, Jul 1",COL,2,-1.0,33638,1.13,0.512,2006,81,0,Jul,1,0
"Sunday, Jul 2",COL,2,-1.0,31709,1.22,0.506,2006,82,0,Jul,0,0
"Monday, Jul 3",LAA,3,-2.0,30632,1.36,0.5,2006,83,1,Jul,1,0
"Tuesday, Jul 4",LAA,3,-3.0,30853,1.22,0.494,2006,84,1,Jul,0,0
"Wednesday, Jul 5",LAA,3,-3.0,25009,1.21,0.488,2006,85,1,Jul,1,0
"Friday, Jul 7",DET,3,-3.5,31727,.90,0.483,2006,86,0,Jul,1,0
"Saturday, Jul 8",DET,4,-3.5,32404,.80,0.477,2006,87,0,Jul,1,0
"Sunday, Jul 9",DET,4,-2.5,37364,.79,0.483,2006,88,0,Jul,0,0
"Friday, Jul 21",BOS,4,-5.0,46325,.55,0.469,2006,95,0,Jul,1,1
"Saturday, Jul 22",BOS,4,-5.0,46118,.52,0.474,2006,96,0,Jul,0,1
"Sunday, Jul 23",BOS,4,-4.0,45975,.51,0.48,2006,97,0,Jul,0,1
"Monday, Jul 24",TOR,4,-3.0,29787,.62,0.485,2006,98,1,Jul,1,0
"Tuesday, Jul 25",TOR,4,-3.0,30793,.68,0.48,2006,99,1,Jul,1,0
"Wednesday, Jul 26",TOR,4,-3.0,33629,.70,0.485,2006,100,1,Jul,1,0
"Friday, Aug 4",OAK,4,-4.5,44277,1.32,0.491,2006,107,0,Aug,1,0
"Saturday, Aug 5",OAK,4,-5.5,40115,1.10,0.486,2006,108,0,Aug,0,0
"Sunday, Aug 6",OAK,4,-6.5,37437,.87,0.482,2006,109,0,Aug,0,0
"Monday, Aug 7",TBD,4,-6.5,30735,.42,0.486,2006,110,1,Aug,1,0
"Tuesday, Aug 8",TBD,3,-6.5,32951,.43,0.491,2006,111,1,Aug,1,0
"Wednesday, Aug 9",TBD,3,-5.5,39856,.43,0.496,2006,112,1,Aug,0,0
"Tuesday, Aug 22",NYY,4,-13.5,42454,.00,0.456,2006,124,1,Aug,1,1
"Wednesday, Aug 23",NYY,4,-14.5,41380,.01,0.452,2006,125,1,Aug,1,1
"Thursday, Aug 24",NYY,4,-14.0,44634,.00,0.457,2006,126,1,Aug,1,1
"Friday, Aug 25",BOS,4,-14.0,40817,.00,0.461,2006,127,0,Aug,1,1
"Saturday, Aug 26",BOS,4,-14.0,44779,.00,0.465,2006,128,0,Aug,1,1
"Sunday, Aug 27",BOS,4,-13.0,44288,.00,0.469,2006,129,0,Aug,0,1
"Monday, Aug 28",LAA,4,-13.0,28748,.01,0.473,2006,130,1,Aug,1,0
"Tuesday, Aug 29",LAA,4,-13.0,29059,.01,0.477,2006,131,1,Aug,1,0
"Wednesday, Aug 30",LAA,4,-14.0,31269,.00,0.474,2006,132,1,Aug,1,0
"Friday, Sep 8",TEX,4,-14.0,28646,.00,0.479,2006,139,0,Sep,1,0
"Saturday, Sep 9",TEX,4,-13.0,33454,.00,0.482,2006,140,0,Sep,1,0
"Sunday, Sep 10",TEX,4,-14.0,34321,.00,0.479,2006,141,0,Sep,0,0
"Monday, Sep 11",TOR,4,-14.0,24462,.00,0.476,2006,142,1,Sep,1,0
"Tuesday, Sep 12",TOR,4,-13.0,26144,.00,0.479,2006,143,1,Sep,1,0
"Wednesday, Sep 13",TOR,4,-14.0,26225,.00,0.476,2006,144,1,Sep,0,0
"Monday, Sep 25",OAK,4,-14.5,20982,.00,0.484,2006,156,1,Sep,1,0
"Tuesday, Sep 26",OAK,4,-15.5,19604,.00,0.481,2006,157,1,Sep,1,0
"Wednesday, Sep 27",OAK,4,-16.5,23421,.00,0.478,2006,158,1,Sep,1,0
"Friday, Sep 29",TEX,4,-16.0,30766,.00,0.475,2006,159,0,Sep,1,0
"Saturday, Sep 30",TEX,4,-15.0,23310,.00,0.478,2006,160,0,Sep,0,0
"Sunday, Oct 1",TEX,4,-15.0,28361,.00,0.481,2006,161,0,Oct,0,0
"Monday, Apr 2",OAK,1,0.0,46003,1.23,1.0,2007,0,1,Apr,0,0
"Tuesday, Apr 3",OAK,1,0.0,25287,1.24,1.0,2007,1,1,Apr,1,0
"Wednesday, Apr 4",OAK,2,-1.0,22816,1.28,0.667,2007,2,1,Apr,1,0
"Friday, Apr 13",TEX,2,-0.5,25243,1.27,0.5,2007,5,0,Apr,1,0
"Saturday, Apr 14",TEX,1,0.5,25954,1.25,0.571,2007,6,0,Apr,0,0
"Sunday, Apr 15",TEX,1,1.0,25001,1.29,0.625,2007,7,0,Apr,0,0
"Tuesday, Apr 17",MIN,1,0.5,19015,1.12,0.556,2007,8,1,Apr,1,0
"Wednesday, Apr 18",MIN,2,-0.5,20871,1.09,0.5,2007,9,1,Apr,1,0
"Thursday, Apr 19",MIN,2,-1.0,19350,1.07,0.455,2007,10,1,Apr,0,0
"Friday, Apr 27",KCR,2,-0.5,37281,1.00,0.5,2007,17,0,Apr,1,0
"Saturday, Apr 28",KCR,3,-1.5,32441,1.05,0.474,2007,18,0,Apr,1,0
"Sunday, Apr 29",KCR,2,-1.5,26019,1.02,0.5,2007,19,0,Apr,0,0
"Tuesday, May 1",CHW,2,-2.0,20739,1.08,0.524,2007,20,1,May,1,0
"Wednesday, May 2",CHW,2,-1.0,16555,1.11,0.545,2007,21,1,May,0,0
"Friday, May 11",NYY,3,-1.5,44214,1.09,0.516,2007,30,0,May,1,1
"Saturday, May 12",NYY,3,-2.5,46153,1.12,0.5,2007,31,0,May,1,1
"Sunday, May 13",NYY,3,-1.5,46181,1.10,0.515,2007,32,0,May,0,1
"Tuesday, May 15",LAA,2,-1.0,21769,1.46,0.529,2007,33,1,May,1,0
"Wednesday, May 16",LAA,2,-2.0,22331,1.47,0.514,2007,34,1,May,1,0
"Thursday, May 17",LAA,2,-3.0,20488,1.48,0.5,2007,35,1,May,1,0
"Friday, May 18",SDP,3,-4.0,39531,1.07,0.486,2007,36,0,May,1,0
"Saturday, May 19",SDP,3,-4.0,34287,1.00,0.5,2007,37,0,May,1,0
"Sunday, May 20",SDP,3,-5.0,38844,1.01,0.487,2007,38,0,May,0,0
"Thursday, May 31",TEX,2,-4.5,20137,1.11,0.52,2007,49,1,May,1,0
"Friday, Jun 1",TEX,2,-5.5,34570,1.18,0.51,2007,50,0,Jun,1,0
"Saturday, Jun 2",TEX,2,-5.5,41988,1.10,0.519,2007,51,0,Jun,1,0
"Sunday, Jun 3",TEX,2,-5.5,36886,1.16,0.528,2007,52,0,Jun,0,0
"Monday, Jun 4",BAL,2,-5.5,19090,1.26,0.537,2007,53,1,Jun,1,0
"Tuesday, Jun 5",BAL,2,-5.5,19287,1.26,0.545,2007,54,1,Jun,1,0
"Wednesday, Jun 6",BAL,2,-5.5,29010,1.29,0.536,2007,55,1,Jun,0,0
"Tuesday, Jun 19",PIT,3,-7.5,24520,1.14,0.522,2007,66,1,Jun,1,0
"Wednesday, Jun 20",PIT,3,-7.5,23553,1.16,0.529,2007,67,1,Jun,1,0
"Thursday, Jun 21",PIT,3,-7.0,22950,1.15,0.536,2007,68,1,Jun,1,0
"Friday, Jun 22",CIN,3,-8.0,46340,1.24,0.529,2007,69,0,Jun,1,0
"Saturday, Jun 23",CIN,2,-8.0,45939,1.13,0.535,2007,70,0,Jun,1,0
"Sunday, Jun 24",CIN,2,-8.0,46064,1.20,0.542,2007,71,0,Jun,0,0
"Monday, Jun 25",BOS,2,-7.0,33830,1.28,0.548,2007,72,1,Jun,1,1
"Tuesday, Jun 26",BOS,2,-6.0,35045,1.37,0.554,2007,73,1,Jun,1,1
"Wednesday, Jun 27",BOS,2,-5.0,43448,1.47,0.56,2007,74,1,Jun,0,1
"Friday, Jun 29",TOR,2,-5.0,41862,1.54,0.566,2007,75,0,Jun,1,0
"Saturday, Jun 30",TOR,2,-4.0,36102,1.58,0.571,2007,76,0,Jun,1,0
"Sunday, Jul 1",TOR,2,-4.0,38778,1.55,0.577,2007,77,0,Jul,0,0
"Thursday, Jul 12",DET,2,-2.0,31994,1.86,0.581,2007,85,1,Jul,1,0
"Friday, Jul 13",DET,2,-3.0,37393,1.86,0.575,2007,86,0,Jul,1,0
"Saturday, Jul 14",DET,2,-3.0,38202,1.90,0.58,2007,87,0,Jul,1,0
"Sunday, Jul 15",DET,2,-3.0,39073,1.96,0.573,2007,88,0,Jul,0,0
"Monday, Jul 16",BAL,2,-2.5,23128,1.63,0.578,2007,89,1,Jul,1,0
"Tuesday, Jul 17",BAL,2,-2.5,22470,1.61,0.571,2007,90,1,Jul,1,0
"Wednesday, Jul 18",BAL,2,-1.5,28550,1.62,0.576,2007,91,1,Jul,1,0
"Thursday, Jul 26",OAK,2,-4.0,34250,1.63,0.54,2007,99,1,Jul,1,0
"Friday, Jul 27",OAK,2,-4.0,37643,1.65,0.545,2007,100,0,Jul,1,0
"Saturday, Jul 28",OAK,2,-4.0,41260,1.65,0.549,2007,101,0,Jul,0,0
"Sunday, Jul 29",OAK,2,-4.0,41961,1.72,0.553,2007,102,0,Jul,0,0
"Monday, Jul 30",LAA,2,-3.0,31232,2.29,0.558,2007,103,1,Jul,1,0
"Tuesday, Jul 31",LAA,2,-4.0,28903,2.30,0.552,2007,104,1,Jul,1,0
"Wednesday, Aug 1",LAA,2,-3.0,34471,2.25,0.557,2007,105,1,Aug,1,0
"Friday, Aug 3",BOS,2,-2.5,46235,1.88,0.561,2007,106,0,Aug,1,1
"Saturday, Aug 4",BOS,2,-2.5,46313,1.92,0.556,2007,107,0,Aug,1,1
"Sunday, Aug 5",BOS,2,-3.5,46377,1.96,0.55,2007,108,0,Aug,0,1
"Monday, Aug 13",MIN,2,-3.0,37902,1.98,0.569,2007,115,1,Aug,1,0
"Tuesday, Aug 14",MIN,2,-3.0,33729,1.95,0.564,2007,116,1,Aug,1,0
"Wednesday, Aug 15",MIN,2,-3.0,42921,1.99,0.559,2007,117,1,Aug,0,0
"Friday, Aug 17",CHW,2,-3.0,46170,2.06,0.563,2007,118,0,Aug,1,0
"Saturday, Aug 18",CHW,2,-2.0,41121,2.06,0.567,2007,119,0,Aug,1,0
"Sunday, Aug 19",CHW,2,-2.0,45668,2.04,0.57,2007,120,0,Aug,0,0
"Monday, Aug 27",LAA,2,-3.0,45998,2.33,0.566,2007,128,1,Aug,1,0
"Tuesday, Aug 28",LAA,2,-4.0,44395,2.40,0.562,2007,129,1,Aug,1,0
"Wednesday, Aug 29",LAA,2,-5.0,46047,2.49,0.557,2007,130,1,Aug,0,0
"Monday, Sep 10",OAK,2,-8.5,26698,.97,0.528,2007,141,1,Sep,1,0
"Tuesday, Sep 11",OAK,2,-9.5,26676,.65,0.524,2007,142,1,Sep,1,0
"Wednesday, Sep 12",OAK,2,-9.5,26194,.32,0.528,2007,143,1,Sep,1,0
"Thursday, Sep 13",TBD,2,-8.5,23991,.28,0.531,2007,144,1,Sep,1,0
"Friday, Sep 14",TBD,2,-7.5,30164,.47,0.534,2007,145,0,Sep,1,0
