date,opponent,div_rank,gb,attendance,cLI,winning_percentage,year,total_games_played,weekday,month,night_game,pop_opp
"Monday, Jun 27",ATL,3,-2.0,26467,1.23,0.494,2011,78,1,Jun,1,0
"Tuesday, Jun 28",ATL,3,-3.0,21769,1.12,0.487,2011,79,1,Jun,1,0
"Wednesday, Jun 29",ATL,3,-4.0,30472,.99,0.481,2011,80,1,Jun,0,0
"Friday, Jul 1",SDP,3,-3.5,23616,.88,0.488,2011,81,0,Jul,1,0
"Saturday, Jul 2",SDP,3,-3.5,22798,.95,0.482,2011,82,0,Jul,1,0
"Sunday, Jul 3",SDP,3,-2.5,28001,.87,0.488,2011,83,0,Jul,0,0
"Thursday, Jul 14",TEX,3,-8.5,25997,.63,0.467,2011,91,1,Jul,1,0
"Friday, Jul 15",TEX,3,-9.5,30551,.51,0.462,2011,92,0,Jul,1,0
"Saturday, Jul 16",TEX,3,-10.5,30896,.38,0.457,2011,93,0,Jul,1,0
"Sunday, Jul 17",TEX,3,-11.5,30335,.30,0.453,2011,94,0,Jul,0,0
"Friday, Jul 29",TBR,4,-15.0,26570,.01,0.419,2011,104,0,Jul,1,0
"Saturday, Jul 30",TBR,4,-15.0,24985,.02,0.425,2011,105,0,Jul,0,0
"Sunday, Jul 31",TBR,4,-15.0,20382,.01,0.421,2011,106,0,Jul,0,0
"Monday, Aug 1",OAK,4,-14.5,23335,.01,0.426,2011,107,1,Aug,1,0
"Tuesday, Aug 2",OAK,4,-13.5,22576,.01,0.431,2011,108,1,Aug,1,0
"Wednesday, Aug 3",OAK,4,-12.5,29691,.01,0.436,2011,109,1,Aug,0,0
"Friday, Aug 12",BOS,4,-16.0,40682,.01,0.427,2011,116,0,Aug,1,1
"Saturday, Aug 13",BOS,4,-16.0,41326,.00,0.432,2011,117,0,Aug,1,1
"Sunday, Aug 14",BOS,4,-16.0,43777,.00,0.437,2011,118,0,Aug,0,1
"Monday, Aug 15",TOR,3,-16.0,28530,.00,0.442,2011,119,1,Aug,1,0
"Tuesday, Aug 16",TOR,4,-17.0,23089,.00,0.438,2011,120,1,Aug,1,0
"Wednesday, Aug 17",TOR,4,-18.0,26579,.00,0.434,2011,121,1,Aug,1,0
"Friday, Aug 26",CHW,4,-17.5,28621,.00,0.431,2011,129,0,Aug,1,0
"Saturday, Aug 27",CHW,4,-17.5,30522,.00,0.427,2011,130,0,Aug,1,0
"Sunday, Aug 28",CHW,4,-18.5,25630,.00,0.424,2011,131,0,Aug,0,0
"Monday, Aug 29",LAA,4,-18.0,16990,.00,0.429,2011,132,1,Aug,1,0
"Tuesday, Aug 30",LAA,4,-19.0,15536,.00,0.425,2011,133,1,Aug,1,0
"Wednesday, Aug 31",LAA,4,-18.0,18520,.00,0.43,2011,134,1,Aug,1,0
"Thursday, Sep 1",LAA,4,-19.0,19453,.00,0.426,2011,135,1,Sep,1,0
"Thursday, Sep 8",KCR,4,-20.5,14377,.00,0.42,2011,142,1,Sep,1,0
"Friday, Sep 9",KCR,4,-20.5,14805,.00,0.424,2011,143,0,Sep,1,0
"Saturday, Sep 10",KCR,4,-20.5,17884,.00,0.421,2011,144,0,Sep,1,0
"Sunday, Sep 11",KCR,4,-21.5,20951,.00,0.418,2011,145,0,Sep,0,0
"Monday, Sep 12",NYY,4,-22.0,22029,.00,0.415,2011,146,1,Sep,1,1
"Tuesday, Sep 13",NYY,4,-23.0,18306,.00,0.412,2011,147,1,Sep,1,1
"Wednesday, Sep 14",NYY,4,-23.0,20327,.00,0.416,2011,148,1,Sep,1,1
"Friday, Sep 16",TEX,4,-22.5,17607,.00,0.42,2011,149,0,Sep,1,0
"Saturday, Sep 17",TEX,4,-23.5,22159,.00,0.417,2011,150,0,Sep,0,0
"Sunday, Sep 18",TEX,4,-24.5,21479,.00,0.414,2011,151,0,Sep,0,0
"Monday, Sep 26",OAK,4,-27.0,17057,.00,0.419,2011,159,1,Sep,1,0
"Tuesday, Sep 27",OAK,4,-28.0,18600,.00,0.416,2011,160,1,Sep,1,0
"Wednesday, Sep 28",OAK,4,-29.0,20173,.00,0.414,2011,161,1,Sep,1,0
"Friday, Apr 13",OAK,3,-2.5,46026,1.23,0.444,2012,8,0,Apr,1,0
"Saturday, Apr 14",OAK,2,-2.5,21071,1.20,0.5,2012,9,0,Apr,1,0
"Sunday, Apr 15",OAK,2,-2.5,19650,1.19,0.545,2012,10,0,Apr,0,0
"Tuesday, Apr 17",CLE,2,-3.5,12461,1.08,0.5,2012,11,1,Apr,1,0
"Wednesday, Apr 18",CLE,2,-3.5,11343,1.06,0.538,2012,12,1,Apr,1,0
"Thursday, Apr 19",CLE,2,-4.5,12942,1.04,0.5,2012,13,1,Apr,1,0
"Friday, Apr 20",CHW,2,-5.0,19947,1.03,0.467,2012,14,0,Apr,1,0
"Saturday, Apr 21",CHW,2,-5.5,22472,.95,0.438,2012,15,0,Apr,0,0
"Sunday, Apr 22",CHW,3,-6.5,19975,.88,0.412,2012,16,0,Apr,0,0
"Friday, May 4",MIN,3,-7.0,22492,.76,0.393,2012,27,0,May,1,0
"Saturday, May 5",MIN,3,-7.0,28437,.70,0.414,2012,28,0,May,1,0
"Sunday, May 6",MIN,3,-6.0,23913,.75,0.433,2012,29,0,May,0,0
"Monday, May 7",DET,3,-6.0,14462,.82,0.452,2012,30,1,May,1,0
"Tuesday, May 8",DET,3,-7.0,13455,.87,0.438,2012,31,1,May,1,0
"Wednesday, May 9",DET,3,-6.5,15655,.74,0.455,2012,32,1,May,1,0
"Monday, May 21",TEX,3,-6.5,18672,1.02,0.455,2012,43,1,May,1,0
"Tuesday, May 22",TEX,3,-7.5,15604,1.11,0.444,2012,44,1,May,1,0
"Wednesday, May 23",TEX,3,-6.5,23097,.99,0.457,2012,45,1,May,0,0
"Thursday, May 24",LAA,4,-7.0,18048,.89,0.447,2012,46,1,May,1,0
"Friday, May 25",LAA,4,-8.0,23517,.84,0.438,2012,47,0,May,1,0
"Saturday, May 26",LAA,4,-9.0,29483,.77,0.429,2012,48,0,May,0,0
"Sunday, May 27",LAA,4,-10.0,24467,.66,0.42,2012,49,0,May,0,0
"Friday, Jun 8",LAD,3,-7.5,22028,.70,0.45,2012,59,0,Jun,1,1
"Saturday, Jun 9",LAD,3,-7.5,30287,.69,0.443,2012,60,0,Jun,0,1
"Sunday, Jun 10",LAD,3,-8.5,34807,.67,0.435,2012,61,0,Jun,0,1
"Tuesday, Jun 12",SDP,4,-9.5,13084,.51,0.429,2012,62,1,Jun,1,0
"Wednesday, Jun 13",SDP,4,-10.5,13931,.43,0.422,2012,63,1,Jun,1,0
"Thursday, Jun 14",SDP,4,-10.5,17306,.34,0.415,2012,64,1,Jun,1,0
"Friday, Jun 15",SFG,4,-11.5,29818,.34,0.409,2012,65,0,Jun,1,1
"Saturday, Jun 16",SFG,4,-11.5,30589,.28,0.418,2012,66,0,Jun,1,1
"Sunday, Jun 17",SFG,4,-11.5,40603,.27,0.426,2012,67,0,Jun,0,1
"Monday, Jun 25",OAK,4,-14.5,17101,.16,0.413,2012,74,1,Jun,1,0
"Tuesday, Jun 26",OAK,4,-14.5,12411,.13,0.421,2012,75,1,Jun,1,0
"Wednesday, Jun 27",OAK,4,-15.5,18158,.16,0.416,2012,76,1,Jun,0,0
"Thursday, Jun 28",BOS,4,-15.5,20692,.11,0.423,2012,77,1,Jun,1,1
"Friday, Jun 29",BOS,4,-16.5,23094,.13,0.418,2012,78,0,Jun,1,1
"Saturday, Jun 30",BOS,4,-16.5,31311,.09,0.425,2012,79,0,Jun,1,1
"Sunday, Jul 1",BOS,4,-16.5,34065,.12,0.42,2012,80,0,Jul,0,1
"Monday, Jul 2",BAL,4,-16.0,14805,.10,0.427,2012,81,1,Jul,1,0
"Tuesday, Jul 3",BAL,4,-16.0,16270,.12,0.422,2012,82,1,Jul,1,0
"Wednesday, Jul 4",BAL,4,-16.0,21982,.09,0.417,2012,83,1,Jul,0,0
"Friday, Jul 13",TEX,4,-17.5,23721,.06,0.409,2012,87,0,Jul,1,0
"Saturday, Jul 14",TEX,4,-16.5,29951,.04,0.416,2012,88,0,Jul,1,0
"Sunday, Jul 15",TEX,4,-17.5,27378,.05,0.411,2012,89,0,Jul,0,0
"Monday, Jul 23",NYY,4,-16.5,29911,.06,0.429,2012,97,1,Jul,1,1
"Tuesday, Jul 24",NYY,4,-15.5,31908,.04,0.434,2012,98,1,Jul,1,1
"Wednesday, Jul 25",NYY,4,-16.5,36071,.05,0.43,2012,99,1,Jul,0,1
"Thursday, Jul 26",KCR,4,-16.0,15014,.03,0.436,2012,100,1,Jul,1,0
"Friday, Jul 27",KCR,4,-15.0,14953,.04,0.441,2012,101,0,Jul,1,0
"Saturday, Jul 28",KCR,4,-14.0,32111,.05,0.447,2012,102,0,Jul,0,0
"Sunday, Jul 29",KCR,4,-14.0,19402,.06,0.452,2012,103,0,Jul,0,0
"Monday, Jul 30",TOR,4,-13.0,22443,.08,0.457,2012,104,1,Jul,1,0
"Tuesday, Jul 31",TOR,4,-12.0,21434,.10,0.462,2012,105,1,Jul,1,0
"Wednesday, Aug 1",TOR,4,-12.0,22537,.12,0.467,2012,106,1,Aug,1,0
"Monday, Aug 13",TBR,4,-15.5,16205,.05,0.453,2012,116,1,Aug,1,0
"Tuesday, Aug 14",TBR,4,-14.5,17065,.03,0.458,2012,117,1,Aug,1,0
"Wednesday, Aug 15",TBR,4,-13.5,21889,.03,0.462,2012,118,1,Aug,0,0
"Friday, Aug 17",MIN,4,-13.0,22602,.05,0.467,2012,119,0,Aug,1,0
"Saturday, Aug 18",MIN,4,-13.0,21154,.06,0.471,2012,120,0,Aug,1,0
"Sunday, Aug 19",MIN,4,-13.0,22635,.07,0.475,2012,121,0,Aug,0,0
"Monday, Aug 20",CLE,4,-13.0,14687,.08,0.48,2012,122,1,Aug,1,0
"Tuesday, Aug 21",CLE,4,-12.0,39204,.09,0.484,2012,123,1,Aug,1,0
"Wednesday, Aug 22",CLE,4,-12.0,18578,.11,0.488,2012,124,1,Aug,0,0
"Friday, Aug 31",LAA,4,-15.0,17739,.04,0.481,2012,132,0,Aug,1,0
"Saturday, Sep 1",LAA,4,-15.0,22910,.01,0.478,2012,133,0,Sep,0,0
"Sunday, Sep 2",LAA,4,-15.0,20584,.01,0.481,2012,134,0,Sep,0,0
"Monday, Sep 3",BOS,4,-15.0,21641,.01,0.485,2012,135,1,Sep,0,1
"Tuesday, Sep 4",BOS,4,-15.0,12754,.01,0.482,2012,136,1,Sep,1,1
"Wednesday, Sep 5",BOS,4,-15.0,13037,.00,0.486,2012,137,1,Sep,1,1
"Friday, Sep 7",OAK,4,-15.5,17128,.01,0.482,2012,138,0,Sep,1,0
"Saturday, Sep 8",OAK,4,-16.5,23177,.00,0.479,2012,139,0,Sep,1,0
"Sunday, Sep 9",OAK,4,-16.5,14403,.00,0.475,2012,140,0,Sep,0,0
"Monday, Sep 17",BAL,4,-18.0,13036,.00,0.473,2012,147,1,Sep,1,0
"Tuesday, Sep 18",BAL,4,-18.0,12608,.00,0.47,2012,148,1,Sep,1,0
"Wednesday, Sep 19",BAL,4,-19.0,14001,.00,0.467,2012,149,1,Sep,1,0
"Friday, Sep 21",TEX,4,-18.5,17893,.00,0.47,2012,150,0,Sep,1,0
"Saturday, Sep 22",TEX,4,-17.5,17671,.00,0.474,2012,151,0,Sep,1,0
"Sunday, Sep 23",TEX,4,-18.5,19024,.00,0.471,2012,152,0,Sep,0,0
"Monday, Oct 1",LAA,4,-20.0,13963,.00,0.456,2012,159,1,Oct,1,0
"Tuesday, Oct 2",LAA,4,-19.0,14353,.00,0.46,2012,160,1,Oct,1,0
"Wednesday, Oct 3",LAA,4,-19.0,15614,.00,0.463,2012,161,1,Oct,0,0
"Monday, Apr 8",HOU,3,-1.5,42589,.99,0.5,2013,7,1,Apr,1,0
"Tuesday, Apr 9",HOU,3,-2.5,10765,1.04,0.444,2013,8,1,Apr,1,0
"Wednesday, Apr 10",HOU,3,-3.5,10496,.98,0.4,2013,9,1,Apr,1,0
"Thursday, Apr 11",TEX,3,-4.5,22939,.98,0.364,2013,10,1,Apr,1,0
"Friday, Apr 12",TEX,3,-4.5,15028,.95,0.417,2013,11,0,Apr,1,0
"Saturday, Apr 13",TEX,3,-4.5,23506,.96,0.385,2013,12,0,Apr,1,0
"Sunday, Apr 14",TEX,3,-3.5,17015,.91,0.429,2013,13,0,Apr,0,0
"Tuesday, Apr 16",DET,3,-5.0,12401,.88,0.4,2013,14,1,Apr,1,0
"Wednesday, Apr 17",DET,3,-6.0,14983,.83,0.375,2013,15,1,Apr,1,0
"Thursday, Apr 18",DET,3,-5.5,15772,.73,0.412,2013,16,1,Apr,0,0
"Thursday, Apr 25",LAA,4,-7.0,13012,.64,0.375,2013,23,1,Apr,1,0
"Friday, Apr 26",LAA,4,-8.0,31545,.70,0.36,2013,24,0,Apr,1,0
"Saturday, Apr 27",LAA,4,-7.0,31914,.61,0.385,2013,25,0,Apr,1,0
"Sunday, Apr 28",LAA,3,-6.0,20648,.66,0.407,2013,26,0,Apr,0,0
"Monday, Apr 29",BAL,3,-5.5,9818,.72,0.429,2013,27,1,Apr,1,0
"Tuesday, Apr 30",BAL,3,-6.5,13647,.77,0.414,2013,28,1,Apr,1,0
"Wednesday, May 1",BAL,3,-5.5,12947,.69,0.433,2013,29,1,May,1,0
"Friday, May 10",OAK,3,-5.5,25549,1.00,0.472,2013,35,0,May,1,0
"Saturday, May 11",OAK,3,-6.5,30099,1.05,0.459,2013,36,0,May,1,0
"Sunday, May 12",OAK,3,-6.5,27603,.91,0.474,2013,37,0,May,0,0
"Friday, May 24",TEX,4,-11.0,22086,.69,0.417,2013,47,0,May,1,0
"Saturday, May 25",TEX,4,-12.0,35024,.56,0.408,2013,48,0,May,1,0
"Sunday, May 26",TEX,4,-11.0,23174,.43,0.42,2013,49,0,May,0,0
"Monday, May 27",SDP,4,-9.5,18969,.40,0.431,2013,50,1,May,0,0
"Tuesday, May 28",SDP,4,-10.0,11925,.43,0.423,2013,51,1,May,1,0
"Monday, Jun 3",CHW,3,-11.0,13498,.32,0.431,2013,57,1,Jun,1,0
"Tuesday, Jun 4",CHW,3,-10.0,16314,.36,0.441,2013,58,1,Jun,1,0
"Wednesday, Jun 5",CHW,3,-11.0,20152,.38,0.433,2013,59,1,Jun,0,0
"Thursday, Jun 6",NYY,4,-11.0,18779,.37,0.426,2013,60,1,Jun,1,1
"Friday, Jun 7",NYY,3,-10.5,26251,.29,0.435,2013,61,0,Jun,1,1
"Saturday, Jun 8",NYY,4,-10.5,38169,.31,0.429,2013,62,0,Jun,0,1
"Sunday, Jun 9",NYY,4,-11.0,43392,.27,0.422,2013,63,0,Jun,0,1
"Monday, Jun 10",HOU,3,-11.0,12817,.24,0.431,2013,64,1,Jun,1,0
"Tuesday, Jun 11",HOU,3,-10.0,10267,.23,0.439,2013,65,1,Jun,1,0
"Wednesday, Jun 12",HOU,3,-11.0,13823,.28,0.433,2013,66,1,Jun,1,0
"Friday, Jun 21",OAK,4,-11.5,23135,.35,0.427,2013,74,0,Jun,1,0
"Saturday, Jun 22",OAK,4,-10.5,20721,.22,0.434,2013,75,0,Jun,1,0
"Sunday, Jun 23",OAK,3,-10.5,22833,.29,0.442,2013,76,0,Jun,0,0
"Tuesday, Jun 25",PIT,4,-10.5,21088,.24,0.436,2013,77,1,Jun,1,0
"Wednesday, Jun 26",PIT,4,-11.5,21267,.20,0.43,2013,78,1,Jun,0,0
"Friday, Jun 28",CHC,4,-12.0,31471,.13,0.438,2013,79,0,Jun,1,0
"Saturday, Jun 29",CHC,4,-12.0,34630,.15,0.432,2013,80,0,Jun,0,0
"Sunday, Jun 30",CHC,4,-13.0,24757,.13,0.427,2013,81,0,Jun,0,0
"Monday, Jul 8",BOS,4,-12.5,21830,.11,0.449,2013,88,1,Jul,1,1
"Tuesday, Jul 9",BOS,4,-13.5,21076,.12,0.444,2013,89,1,Jul,1,1
"Wednesday, Jul 10",BOS,4,-13.5,20468,.08,0.44,2013,90,1,Jul,1,1
"Thursday, Jul 11",BOS,4,-14.0,25367,.06,0.435,2013,91,1,Jul,0,1
"Friday, Jul 12",LAA,4,-13.0,21375,.04,0.441,2013,92,0,Jul,1,0
"Saturday, Jul 13",LAA,4,-13.0,32466,.06,0.447,2013,93,0,Jul,1,0
"Sunday, Jul 14",LAA,4,-13.0,25643,.07,0.453,2013,94,0,Jul,0,0
"Monday, Jul 22",CLE,3,-11.0,18009,.17,0.475,2013,98,1,Jul,1,0
"Tuesday, Jul 23",CLE,3,-10.0,16308,.17,0.48,2013,99,1,Jul,1,0
"Wednesday, Jul 24",CLE,3,-11.0,25688,.24,0.475,2013,100,1,Jul,0,0
"Thursday, Jul 25",MIN,3,-10.0,18135,.18,0.48,2013,101,1,Jul,1,0
"Friday, Jul 26",MIN,3,-11.0,23162,.22,0.476,2013,102,0,Jul,1,0
"Saturday, Jul 27",MIN,3,-12.0,24524,.18,0.471,2013,103,0,Jul,0,0
"Sunday, Jul 28",MIN,3,-12.0,35087,.13,0.476,2013,104,0,Jul,0,0
"Monday, Aug 5",TOR,3,-12.5,32300,.05,0.464,2013,111,1,Aug,1,0
"Tuesday, Aug 6",TOR,3,-12.5,28198,.04,0.46,2013,112,1,Aug,1,0
"Wednesday, Aug 7",TOR,3,-11.5,34792,.03,0.465,2013,113,1,Aug,0,0
"Friday, Aug 9",MIL,3,-12.5,34827,.04,0.461,2013,114,0,Aug,1,0
"Saturday, Aug 10",MIL,4,-13.5,46027,.01,0.457,2013,115,0,Aug,1,0
"Sunday, Aug 11",MIL,3,-13.5,25390,.01,0.462,2013,116,0,Aug,0,0
"Friday, Aug 23",LAA,3,-15.5,21616,.00,0.465,2013,126,0,Aug,1,0
"Saturday, Aug 24",LAA,3,-15.5,24477,.00,0.461,2013,127,0,Aug,1,0
"Sunday, Aug 25",LAA,3,-15.5,22999,.00,0.457,2013,128,0,Aug,0,0
"Monday, Aug 26",TEX,3,-16.5,15995,.00,0.454,2013,129,1,Aug,1,0
"Tuesday, Aug 27",TEX,4,-17.5,15115,.00,0.45,2013,130,1,Aug,1,0
"Wednesday, Aug 28",TEX,4,-18.5,22420,.00,0.447,2013,131,1,Aug,0,0
"Friday, Sep 6",TBR,4,-17.0,14796,.00,0.454,2013,140,0,Sep,1,0
"Saturday, Sep 7",TBR,4,-17.0,17773,.00,0.458,2013,141,0,Sep,1,0
"Sunday, Sep 8",TBR,4,-18.0,18645,.00,0.455,2013,142,0,Sep,0,0
"Monday, Sep 9",HOU,4,-18.5,9808,.00,0.451,2013,143,1,Sep,1,0
"Tuesday, Sep 10",HOU,4,-18.5,10245,.00,0.448,2013,144,1,Sep,1,0
"Wednesday, Sep 11",HOU,4,-19.5,11656,.00,0.445,2013,145,1,Sep,1,0
"Monday, Sep 23",KCR,4,-26.0,12790,.00,0.433,2013,156,1,Sep,1,0
"Tuesday, Sep 24",KCR,4,-25.0,12528,.00,0.437,2013,157,1,Sep,1,0
"Wednesday, Sep 25",KCR,4,-24.0,15347,.00,0.44,2013,158,1,Sep,1,0
"Friday, Sep 27",OAK,4,-25.0,23014,.00,0.438,2013,159,0,Sep,1,0
"Saturday, Sep 28",OAK,4,-24.0,17751,.00,0.441,2013,160,0,Sep,0,0
"Sunday, Sep 29",OAK,4,-25.0,17081,.00,0.438,2013,161,0,Sep,0,0
"Tuesday, Apr 8",LAA,1,1.0,45661,1.21,0.714,2014,6,1,Apr,1,0
"Wednesday, Apr 9",LAA,1,0.0,16437,1.28,0.625,2014,7,1,Apr,1,0
"Friday, Apr 11",OAK,1,0.5,38968,1.20,0.667,2014,8,0,Apr,1,0
"Saturday, Apr 12",OAK,2,-0.5,22061,1.29,0.6,2014,9,0,Apr,1,0
"Sunday, Apr 13",OAK,2,-1.5,22628,1.30,0.545,2014,10,0,Apr,0,0
"Monday, Apr 21",HOU,4,-6.0,14630,.82,0.368,2014,18,1,Apr,1,0
"Tuesday, Apr 22",HOU,4,-6.0,10466,.73,0.35,2014,19,1,Apr,1,0
"Wednesday, Apr 23",HOU,4,-5.5,13739,.67,0.381,2014,20,1,Apr,0,0
"Friday, Apr 25",TEX,4,-5.5,31145,.82,0.409,2014,21,0,Apr,1,0
"Saturday, Apr 26",TEX,4,-5.5,30038,.88,0.391,2014,22,0,Apr,1,0
"Sunday, Apr 27",TEX,4,-4.5,26300,.84,0.417,2014,23,0,Apr,0,0
"Thursday, May 8",KCR,2,-1.5,12577,1.14,0.529,2014,33,1,May,1,0
"Friday, May 9",KCR,3,-2.5,20858,1.15,0.514,2014,34,0,May,1,0
"Saturday, May 10",KCR,2,-2.5,29359,1.08,0.528,2014,35,0,May,1,0
"Sunday, May 11",KCR,3,-3.5,30447,1.15,0.514,2014,36,0,May,0,0
"Monday, May 12",TBR,2,-3.5,12392,1.10,0.526,2014,37,1,May,1,0
"Tuesday, May 13",TBR,3,-4.5,13446,1.12,0.513,2014,38,1,May,1,0
"Wednesday, May 14",TBR,3,-4.5,20951,1.08,0.5,2014,39,1,May,0,0
"Thursday, May 22",HOU,3,-6.5,13836,.82,0.5,2014,45,1,May,1,0
"Friday, May 23",HOU,3,-5.5,21192,.92,0.511,2014,46,0,May,1,0
"Saturday, May 24",HOU,3,-5.5,21585,1.00,0.5,2014,47,0,May,1,0
"Sunday, May 25",HOU,4,-5.5,26839,.96,0.49,2014,48,0,May,0,0
"Monday, May 26",LAA,4,-5.5,22710,1.07,0.5,2014,49,1,May,0,0
"Tuesday, May 27",LAA,4,-5.5,13064,1.05,0.49,2014,50,1,May,1,0
"Wednesday, May 28",LAA,4,-5.5,13895,1.04,0.5,2014,51,1,May,1,0
"Thursday, May 29",LAA,4,-5.5,11657,1.07,0.491,2014,52,1,May,1,0
"Friday, May 30",DET,4,-6.5,29000,.87,0.481,2014,53,0,May,1,0
"Saturday, May 31",DET,4,-6.5,37142,.82,0.491,2014,54,0,May,1,0
"Sunday, Jun 1",DET,4,-6.5,31407,.88,0.5,2014,55,0,Jun,0,0
"Tuesday, Jun 10",NYY,3,-4.5,28405,1.21,0.531,2014,63,1,Jun,1,1
"Wednesday, Jun 11",NYY,3,-5.5,28434,1.16,0.523,2014,64,1,Jun,1,1
"Thursday, Jun 12",NYY,3,-6.0,40596,1.14,0.515,2014,65,1,Jun,1,1
"Friday, Jun 13",TEX,3,-6.0,22039,1.12,0.507,2014,66,0,Jun,1,0
"Saturday, Jun 14",TEX,3,-7.0,27700,1.10,0.5,2014,67,0,Jun,1,0
"Sunday, Jun 15",TEX,3,-7.0,39196,.95,0.507,2014,68,0,Jun,0,0
"Monday, Jun 16",SDP,3,-6.0,17512,.93,0.514,2014,69,1,Jun,1,0
"Tuesday, Jun 17",SDP,3,-6.0,19896,1.06,0.521,2014,70,1,Jun,0,0
"Monday, Jun 23",BOS,3,-6.5,26860,1.11,0.532,2014,76,1,Jun,1,1
"Tuesday, Jun 24",BOS,3,-5.5,20015,1.15,0.538,2014,77,1,Jun,1,1
"Wednesday, Jun 25",BOS,3,-6.5,27333,1.25,0.532,2014,78,1,Jun,1,1
"Friday, Jun 27",CLE,3,-6.5,28084,1.16,0.537,2014,79,0,Jun,1,0
"Saturday, Jun 28",CLE,3,-7.5,23012,1.18,0.531,2014,80,0,Jun,1,0
"Sunday, Jun 29",CLE,3,-7.5,26171,1.10,0.537,2014,81,0,Jun,0,0
"Monday, Jul 7",MIN,3,-7.0,18562,1.16,0.551,2014,88,1,Jul,1,0
"Tuesday, Jul 8",MIN,3,-8.0,15553,1.11,0.544,2014,89,1,Jul,1,0
"Wednesday, Jul 9",MIN,3,-8.0,16460,1.13,0.538,2014,90,1,Jul,1,0
"Thursday, Jul 10",MIN,3,-9.0,14530,1.03,0.533,2014,91,1,Jul,1,0
"Friday, Jul 11",OAK,3,-8.0,32971,1.11,0.538,2014,92,0,Jul,1,0
"Saturday, Jul 12",OAK,3,-7.0,39204,1.21,0.543,2014,93,0,Jul,1,0
"Sunday, Jul 13",OAK,3,-8.0,25944,1.22,0.537,2014,94,0,Jul,0,0
"Monday, Jul 21",NYM,3,-8.5,21943,1.00,0.535,2014,98,1,Jul,1,0
"Tuesday, Jul 22",NYM,3,-8.5,18681,1.01,0.53,2014,99,1,Jul,1,0
"Wednesday, Jul 23",NYM,3,-9.5,36224,1.01,0.525,2014,100,1,Jul,0,0
"Thursday, Jul 24",BAL,3,-10.5,19621,1.04,0.52,2014,101,1,Jul,1,0
"Friday, Jul 25",BAL,3,-10.5,34792,.91,0.515,2014,102,0,Jul,1,0
"Saturday, Jul 26",BAL,3,-10.5,36936,.83,0.519,2014,103,0,Jul,0,0
"Sunday, Jul 27",BAL,3,-11.5,26523,.90,0.514,2014,104,0,Jul,0,0
"Tuesday, Aug 5",ATL,3,-11.0,24496,.61,0.518,2014,111,1,Aug,1,0
"Wednesday, Aug 6",ATL,3,-10.0,30770,.72,0.522,2014,112,1,Aug,0,0
"Thursday, Aug 7",CHW,3,-10.0,18740,.81,0.526,2014,113,1,Aug,1,0
"Friday, Aug 8",CHW,3,-10.0,23223,.88,0.53,2014,114,0,Aug,1,0
"Saturday, Aug 9",CHW,3,-11.0,40122,.96,0.526,2014,115,0,Aug,1,0
"Sunday, Aug 10",CHW,3,-10.0,27236,.84,0.53,2014,116,0,Aug,0,0
"Monday, Aug 11",TOR,3,-9.0,41168,1.11,0.534,2014,117,1,Aug,1,0
"Tuesday, Aug 12",TOR,3,-9.0,26076,1.28,0.538,2014,118,1,Aug,1,0
"Wednesday, Aug 13",TOR,3,-8.0,32368,1.31,0.542,2014,119,1,Aug,1,0
"Monday, Aug 25",TEX,3,-6.0,21620,1.41,0.546,2014,129,1,Aug,1,0
"Tuesday, Aug 26",TEX,3,-6.0,20469,1.42,0.55,2014,130,1,Aug,1,0
"Wednesday, Aug 27",TEX,3,-7.0,29463,1.39,0.545,2014,131,1,Aug,0,0
"Friday, Aug 29",WSN,3,-8.5,35616,1.36,0.541,2014,132,0,Aug,1,0
"Saturday, Aug 30",WSN,3,-9.5,32894,1.26,0.537,2014,133,0,Aug,1,0
"Sunday, Aug 31",WSN,3,-9.5,26221,1.20,0.541,2014,134,0,Aug,0,0
"Monday, Sep 8",HOU,3,-9.0,15617,1.58,0.552,2014,142,1,Sep,1,0
"Tuesday, Sep 9",HOU,3,-10.0,11345,1.54,0.549,2014,143,1,Sep,1,0
"Wednesday, Sep 10",HOU,3,-11.0,16931,1.63,0.545,2014,144,1,Sep,1,0
"Friday, Sep 12",OAK,3,-11.5,29090,2.06,0.548,2014,145,0,Sep,1,0
"Saturday, Sep 13",OAK,3,-12.5,43913,2.15,0.544,2014,146,0,Sep,1,0
"Sunday, Sep 14",OAK,3,-12.5,28925,2.12,0.541,2014,147,0,Sep,0,0
"Friday, Sep 26",LAA,3,-13.0,26865,1.26,0.531,2014,159,0,Sep,1,0
"Saturday, Sep 27",LAA,3,-12.0,32716,.72,0.534,2014,160,0,Sep,1,0
"Sunday, Sep 28",LAA,3,-11.0,40823,2.50,0.537,2014,161,0,Sep,0,0
"Monday, Apr 6",LAA,1,0.0,45909,1.03,1.0,2015,0,1,Apr,0,0
"Tuesday, Apr 7",LAA,2,-0.5,26545,1.12,0.5,2015,1,1,Apr,1,0
"Wednesday, Apr 8",LAA,4,-1.0,25495,1.03,0.333,2015,2,1,Apr,1,0
"Friday, Apr 17",TEX,5,-2.0,36606,.94,0.3,2015,9,0,Apr,1,0
"Saturday, Apr 18",TEX,5,-1.5,43017,.93,0.364,2015,10,0,Apr,1,0
"Sunday, Apr 19",TEX,3,-1.0,31601,.95,0.417,2015,11,0,Apr,0,0
"Monday, Apr 20",HOU,3,-2.0,15129,1.04,0.385,2015,12,1,Apr,1,0
